student	0.13471453	0.3532497763861768	-7.4230485
teacher:	0.115352824	0.3862544095342689	-7.5521874
student	0.12415605	0.38202581318037937	-8.640554
teacher:	0.10959475	0.3939974965380147	-8.669893
student	0.06902232	0.352024787942738	-7.60475
teacher:	0.064272	0.38730824864667496	-7.64386
student	0.027410673	0.28247629074613867	-5.9067054
teacher:	0.024306264	0.30788739508098106	-5.9086123
student	0.05736264	0.28868550648345415	-7.307168
teacher:	0.047009565	0.31699230272722695	-7.337811
student	0.13900657	0.3133270362353162	-7.7534757
teacher:	0.12561923	0.3619076322838442	-7.8256955
student	0.09097376	0.39929313724492205	-7.147378
teacher:	0.08183739	0.4236240721369809	-7.228303
student	0.07576706	0.29235341156163974	-7.302766
teacher:	0.06826481	0.2948850042745419	-7.319423
student	0.15813267	0.41384428968060594	-8.158411
teacher:	0.122662716	0.4368356266319856	-8.206204
student	0.065703616	0.38322281587273116	-7.7388663
teacher:	0.06066978	0.3920254043256362	-7.7597733
student	0.15632144	0.4444707343539061	-6.900626
teacher:	0.14459868	0.4422408347899397	-6.9011955
student	0.079861104	0.3033316380637768	-7.14014
teacher:	0.073030375	0.32907875042477563	-7.168558
student	0.11763237	0.33097621143134726	-7.9428754
teacher:	0.093458004	0.376679555140889	-7.99626
student	0.08496557	0.32100812498059095	-7.3069687
teacher:	0.07837591	0.3370622740828903	-7.2985644
student	0.12572424	0.4588423014362683	-6.891173
teacher:	0.119502775	0.46582627483602823	-6.93955
student	0.122839876	0.3866983367037801	-7.5774417
teacher:	0.102393694	0.3958035003851271	-7.670023
student	0.13460557	0.41874721718512725	-8.260801
teacher:	0.11888526	0.42694127656672276	-8.344432
student	0.12634274	0.39378730057729916	-5.458475
teacher:	0.11169111	0.3826561757130502	-5.4302807
student	0.13027292	0.442944197204948	-6.799769
teacher:	0.11935349	0.45585981811132753	-6.834561
student	0.15776968	0.387766379932448	-4.507421
teacher:	0.13038196	0.4141397408105756	-3.4770508
student	0.086698584	0.23212819201504312	-4.7976227
teacher:	0.076098576	0.22630867912821773	-5.48216
student	0.12173198	0.42324910748332334	-4.0475793
teacher:	0.10063413	0.42529279977219525	-4.3176026
student	0.11800962	0.23990021762542774	-4.4377985
teacher:	0.10261574	0.23125499506423203	-5.2129107
student	0.065816775	0.4114562784351208	-4.7676663
teacher:	0.058271967	0.4233591792244583	-4.7941103
student	0.06702076	0.19916608615855216	-5.1988273
teacher:	0.048967645	0.20968977190485316	-3.935198
student	0.13539349	0.3839940623895639	-6.715906
teacher:	0.1323191	0.39426995684944705	-6.7397156
student	0.09590481	0.3274711001248185	-5.138262
teacher:	0.097200654	0.33539843639212646	-5.18696
student	0.04155931	0.35056509052686474	-5.6530633
teacher:	0.03670098	0.36769164339823984	-5.6709285
student	0.07891987	0.3432478624929027	-7.6982093
teacher:	0.06950601	0.32739393253958393	-7.708965
student	0.16593412	0.4910588984639465	-6.5012355
teacher:	0.17722902	0.4938309343198015	-6.64133
student	0.05123473	0.35189245853593537	-5.1578355
teacher:	0.03928986	0.3517457074103627	-5.1570992
student	0.2002361	0.44336391334773056	-6.5793023
teacher:	0.1890903	0.4480953846240969	-6.6379466
student	0.10492044	0.3886980622215377	-6.686738
teacher:	0.09341194	0.3955145413500664	-6.729468
student	0.05188964	0.30376569354232724	-7.384642
teacher:	0.04192859	0.3365527760988691	-7.419745
student	0.030303998	0.2095467974211541	-4.685495
teacher:	0.026738035	0.241944650362503	-4.7341776
student	0.2068858	0.3950614394839141	-6.522947
teacher:	0.26224685	0.41534711802999186	-6.6007724
student	0.07709117	0.3033179524408162	-7.992993
teacher:	0.07041634	0.3218635442471733	-8.022167
student	0.0886436	0.32860261340919134	-4.2053514
teacher:	0.072715804	0.33521502986422863	-4.2332377
student	0.04428681	0.19816972118619666	-4.1944647
teacher:	0.042820785	0.1976662101958415	-4.206942
student	0.040576622	0.32208237094036285	-6.9836907
teacher:	0.030862752	0.33633587948580584	-7.009113
student	0.042974874	0.3127272467812939	-6.132208
teacher:	0.04066731	0.3285664203963657	-6.1709085
student	0.134492	0.40293260766521083	-7.8173203
teacher:	0.1287606	0.4157406349342095	-7.751976
student	0.08284083	0.3866403194570759	-7.830901
teacher:	0.0715813	0.4186894066520802	-7.957054
student	0.049223244	0.3036041260105326	-7.2273264
teacher:	0.044992335	0.32985771217079857	-7.2504783
student	0.14876103	0.3360332884413985	-5.313087
teacher:	0.19265668	0.3296128947010835	-5.494376
student	0.13981417	0.4374675311936129	-4.3269744
teacher:	0.14980476	0.46074993495086913	-4.387889
student	0.074929394	0.35692977974473883	-5.8730564
teacher:	0.062445726	0.37110093719822196	-5.9057474
student	0.08548928	0.33879007331318023	-5.999562
teacher:	0.075891905	0.3635109698817757	-6.0231037
student	0.15200202	0.44855068704228246	-7.5171256
teacher:	0.14195094	0.4493992139379084	-7.4992466
student	0.06105821	0.33708559661661697	-5.353795
teacher:	0.053142745	0.3392188743018711	-5.455129
student	0.06598212	0.35671425111172006	-7.7293754
teacher:	0.06346688	0.3558273841811077	-7.7584033
student	0.08173175	0.24895077153723721	-6.06759
teacher:	0.06473804	0.26078083046628203	-6.1433063
student	0.108628266	0.3623044124905414	-7.3291693
teacher:	0.095970385	0.36595046739155246	-7.379619
student	0.1071286	0.5141037597875464	-7.8663354
teacher:	0.091999784	0.5336255653534425	-7.952218
student	0.10145944	0.27223075617136433	-6.146985
teacher:	0.111453034	0.2710549836532748	-6.069896
student	0.075031005	0.29923114251228594	-6.4092827
teacher:	0.05991867	0.3133253228264984	-6.5136666
student	0.069766715	0.3272407268792409	-9.317303
teacher:	0.06389896	0.3365660541281929	-9.368317
student	0.026619274	0.2204436574396579	-4.8750305
teacher:	0.024094557	0.26247595292725784	-4.896295
student	0.11406159	0.3769622535292744	-6.8583355
teacher:	0.10652153	0.40057439079117974	-6.8679733
student	0.059010714	0.2504489571779553	-7.4015827
teacher:	0.041773416	0.33341782563721806	-7.4352527
student	0.15364726	0.3394694503063907	-7.7489634
teacher:	0.12777011	0.3759898989811516	-7.775846
student	0.10066467	0.4296686623835086	-5.343432
teacher:	0.09191902	0.4371668375910045	-5.330439
student	0.11629087	0.4315562299057304	-8.298047
teacher:	0.08559797	0.4326185495907449	-8.379568
student	0.11421448	0.3919005344764819	-9.053677
teacher:	0.0851477	0.41816575327669403	-9.20742
student	0.061426356	0.3049367122657964	-7.447437
teacher:	0.046723835	0.3151933051176765	-7.497434
student	0.11798165	0.439660990373138	-7.936106
teacher:	0.10621391	0.45976029899742327	-8.024697
student	0.106426045	0.39355884338781094	-7.2457013
teacher:	0.102308266	0.3426968090152655	-7.2301536
student	0.09527477	0.31735872739919546	-8.015683
teacher:	0.087249644	0.3356280143275472	-8.043057
student	0.08857008	0.4835650352760611	-7.6639657
teacher:	0.07756778	0.4760953813984647	-7.698115
student	0.1352224	0.3778866858026751	-8.076818
teacher:	0.1533038	0.37555160833601553	-7.3854165
student	0.11798634	0.43977472382381455	-8.641441
teacher:	0.113937385	0.43715788760259217	-8.6086
student	0.16271815	0.46702329876569904	-6.403734
teacher:	0.14474404	0.47509179900939674	-6.4815173
student	0.064487934	0.44029907664737056	-7.541304
teacher:	0.046415333	0.4637172780141386	-7.5729814
student	0.13058154	0.34215650537618414	-6.9626937
teacher:	0.12059601	0.3501179114762443	-6.982653
student	0.057548825	0.38336349909641526	-8.053648
teacher:	0.046989568	0.4029383774294829	-8.088077
student	0.2929715	0.31879182498714864	-8.306183
teacher:	0.30307782	0.35927609307299074	-7.56289
student	0.10881837	0.25298110224839154	-7.5975285
teacher:	0.09586792	0.3048963478528128	-7.6255746
student	0.07030845	0.34587620849859163	-8.437642
teacher:	0.059020232	0.3544617879507884	-8.467816
student	0.06384703	0.3693808343865929	-7.2201056
teacher:	0.050016314	0.40366760990976863	-7.270568
student	0.038650196	0.26681381917290914	-4.9410872
teacher:	0.039193887	0.2572686413183207	-5.01088
student	0.14109907	0.3829262379003425	-8.431927
teacher:	0.111982994	0.43319084869126046	-8.536228
student	0.10358595	0.38396812704288025	-6.7453046
